Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Gebertingen;8725;02;6428;Gommiswald;3341;SG;98.507 %;9.006100948394616;47.25370172845218;de;2008-07-01
Gebertingen;8725;02;6428;Eschenbach (SG);3342;SG;1.493 %;8.996353826642775;47.25037663256724;de;2008-07-01
Ricken SG;8726;00;5006;Gommiswald;3341;SG;60.87 %;9.036542493315917;47.25982394319099;de;2008-07-01
Ricken SG;8726;00;5006;Wattwil;3379;SG;39.13 %;9.054456215368162;47.2683726484671;de;2008-07-01
Walde SG;8727;00;5007;Eschenbach (SG);3342;SG;100 %;9.01635497601107;47.27071782702946;de;2008-07-01
Uznach;8730;00;5008;Uznach;3339;SG;98.053 %;8.983943444169212;47.22587847645446;de;2008-07-01
Uznach;8730;00;5008;Schmerikon;3338;SG;0.952 %;8.956150516134931;47.233299836362804;de;2008-07-01
Uznach;8730;00;5008;Tuggen;1347;SZ;0.519 %;8.969603676912142;47.215814172802816;de;2008-07-01
Uznach;8730;00;5008;Gommiswald;3341;SG;0.476 %;9.005246079483129;47.22996289013186;de;2008-07-01
Neuhaus SG;8732;00;5009;Eschenbach (SG);3342;SG;100 %;8.943316526772044;47.2440042006469;de;2008-07-01
Eschenbach SG;8733;00;5010;Eschenbach (SG);3342;SG;100 %;8.92121609164138;47.24165486132913;de;2008-07-01
Ermenswil;8734;00;5011;Eschenbach (SG);3342;SG;92.141 %;8.885452155639236;47.245869993109864;de;2008-07-01
Ermenswil;8734;00;5011;Rapperswil-Jona;3340;SG;7.859 %;8.882667285033902;47.24010243236517;de;2008-07-01
St. Gallenkappel;8735;00;5012;Eschenbach (SG);3342;SG;100 %;8.967074143449025;47.24602146430112;de;2008-07-01
Rüeterswil;8735;02;5013;Eschenbach (SG);3342;SG;100 %;8.985526459609849;47.263228002053864;de;2008-07-01
Gommiswald;8737;00;5014;Gommiswald;3341;SG;100 %;9.022859536641178;47.232906677038265;de;2008-07-01
Uetliburg SG;8738;00;5015;Gommiswald;3341;SG;100 %;9.033064428628476;47.23716511765966;de;2008-07-01
Rieden SG;8739;00;5016;Gommiswald;3341;SG;100 %;9.05092954024853;47.222926826271156;de;2008-07-01
Glarus;8750;00;5018;Glarus;1632;GL;99.834 %;9.064831904991474;47.04185132700449;de;2008-07-01
Glarus;8750;00;5018;Glarus Süd;1631;GL;0.166 %;9.075948900179933;47.02835070732501;de;2008-07-01
Riedern;8750;02;5019;Glarus;1632;GL;100 %;9.051080254480574;47.04935087719365;de;2008-07-01
Klöntal;8750;03;5020;Glarus;1632;GL;98.731 %;8.940459350701927;47.02065886338876;de;2008-07-01
Klöntal;8750;03;5020;Muotathal;1367;SZ;1.269 %;8.89643745070082;47.018590748612596;de;2008-07-01
Urnerboden;8751;00;5022;Spiringen;1218;UR;100 %;8.9083704456735;46.892349121063454;de;2008-07-01
Näfels;8752;00;5023;Glarus Nord;1630;GL;100 %;9.059023712890054;47.09833494141554;de;2008-07-01
Mollis;8753;00;5025;Glarus Nord;1630;GL;100 %;9.075342254948254;47.092984371343626;de;2008-07-01
Netstal;8754;00;5026;Glarus;1632;GL;99.884 %;9.055478506517508;47.061632746868966;de;2008-07-01
Netstal;8754;00;5026;Glarus Nord;1630;GL;0.116 %;9.066516049788687;47.070014818424774;de;2008-07-01
Ennenda;8755;00;5027;Glarus;1632;GL;99.474 %;9.078179771637418;47.03590331590717;de;2008-07-01
Ennenda;8755;00;5027;Glarus Süd;1631;GL;0.526 %;9.076678099754236;47.029392946770315;de;2008-07-01
Mitlödi;8756;00;5028;Glarus Süd;1631;GL;100 %;9.079571284593715;47.01127657997203;de;2008-07-01
Filzbach;8757;00;5107;Glarus Nord;1630;GL;100 %;9.129240162726447;47.12022927588131;de;2008-07-01
Obstalden;8758;00;5106;Glarus Nord;1630;GL;100 %;9.154853991598213;47.114586337555835;de;2008-07-01
Schwanden GL;8762;00;5029;Glarus Süd;1631;GL;100 %;9.07146870617071;46.994423821350296;de;2008-07-01
Schwändi b. Schwanden;8762;02;5030;Glarus Süd;1631;GL;100 %;9.067121696645865;47.006739603384105;de;2008-07-01
Sool;8762;03;5031;Glarus Süd;1631;GL;100 %;9.086913353781247;46.99979000011645;de;2008-07-01
Engi;8765;00;5032;Glarus Süd;1631;GL;100 %;9.152715622727582;46.98314292717823;de;2008-07-01
Matt;8766;00;5034;Glarus Süd;1631;GL;100 %;9.1758177126535;46.96087757811101;de;2008-07-01
Elm;8767;00;5035;Glarus Süd;1631;GL;100 %;9.163735889441716;46.919006445284055;de;2008-07-01
Nidfurn;8772;00;5037;Glarus Süd;1631;GL;100 %;9.05506642813326;46.986405988345965;de;2008-07-01
Haslen GL;8773;00;5039;Glarus Süd;1631;GL;100 %;9.058805214425597;46.9804691424659;de;2008-07-01
Leuggelbach;8774;00;5947;Glarus Süd;1631;GL;100 %;9.044942866418861;46.97674155653737;de;2008-07-01
Luchsingen;8775;01;5040;Glarus Süd;1631;GL;100 %;9.034996408668734;46.96716376689049;de;2008-07-01
Hätzingen;8775;02;5042;Glarus Süd;1631;GL;100 %;9.037024127380969;46.96110749758891;de;2008-07-01
Diesbach GL;8777;00;5044;Glarus Süd;1631;GL;100 %;9.031429441696288;46.95147762185381;de;2008-07-01
Betschwanden;8777;02;5946;Glarus Süd;1631;GL;100 %;9.026525002972809;46.94602154197037;de;2008-07-01
Rüti GL;8782;00;5045;Glarus Süd;1631;GL;100 %;9.01468303662574;46.935550630351315;de;2008-07-01
Linthal;8783;00;5046;Glarus Süd;1631;GL;100 %;8.994951484523089;46.91413773995527;de;2008-07-01
Braunwald;8784;00;5047;Glarus Süd;1631;GL;100 %;8.997578442878673;46.94269441470419;de;2008-07-01
Thalwil;8800;00;5049;Thalwil;141;ZH;100 %;8.56207715927835;47.2931318014867;de;2008-07-01
Kilchberg ZH;8802;00;5050;Kilchberg (ZH);135;ZH;100 %;8.543937001705851;47.323783231644434;de;2008-07-01
Rüschlikon;8803;00;5051;Rüschlikon;139;ZH;99.94 %;8.552673834938032;47.306940938105306;de;2008-07-01
Rüschlikon;8803;00;5051;Kilchberg (ZH);135;ZH;0.06 %;8.554265541444769;47.315390164342695;de;2008-07-01
Au ZH;8804;00;5052;Wädenswil;293;ZH;100 %;8.64701414911803;47.24290526367592;de;2008-07-01
Richterswil;8805;00;5053;Richterswil;138;ZH;100 %;8.69860649715295;47.20743990329845;de;2008-07-01
Bäch SZ;8806;00;5055;Freienbach;1322;SZ;68.857 %;8.734798111652822;47.20450129172266;de;2008-07-01
Bäch SZ;8806;00;5055;Wollerau;1323;SZ;31.143 %;8.7201190720037;47.2000777239682;de;2008-07-01
Freienbach;8807;00;5056;Freienbach;1322;SZ;100 %;8.755871559759445;47.20473888060925;de;2008-07-01
Pfäffikon SZ;8808;00;5057;Freienbach;1322;SZ;100 %;8.776848823067864;47.199540149359564;de;2008-07-01
Horgen;8810;00;5058;Horgen;295;ZH;100 %;8.600770044752025;47.25514718779001;de;2008-07-01
Horgenberg;8815;00;5062;Horgen;295;ZH;100 %;8.58580213812373;47.24722815908296;de;2008-07-01
Hirzel;8816;00;5063;Horgen;295;ZH;100 %;8.607708656701158;47.216000078419746;de;2008-07-01
Wädenswil;8820;00;5064;Wädenswil;293;ZH;100 %;8.668264599957078;47.22610130825884;de;2008-07-01
Schönenberg ZH;8824;00;5066;Wädenswil;293;ZH;100 %;8.644745966624434;47.195089831805014;de;2008-07-01
Hütten;8825;00;5067;Wädenswil;293;ZH;100 %;8.664110886207837;47.176254949801944;de;2008-07-01
Wollerau;8832;00;5068;Wollerau;1323;SZ;99.635 %;8.713288468549846;47.195367751229035;de;2008-07-01
Wollerau;8832;00;5068;Feusisberg;1321;SZ;0.228 %;8.714450311643619;47.18598114947381;de;2008-07-01
Wollerau;8832;00;5068;Freienbach;1322;SZ;0.137 %;8.751516479324604;47.196179505770566;de;2008-07-01
Wilen b. Wollerau;8832;02;6218;Freienbach;1322;SZ;100 %;8.734345319530902;47.197255680457246;de;2008-07-01
Samstagern;8833;00;5069;Richterswil;138;ZH;99.229 %;8.6804319562893;47.19392774003174;de;2008-07-01
Samstagern;8833;00;5069;Wollerau;1323;SZ;0.771 %;8.694602562582743;47.19546520826327;de;2008-07-01
Schindellegi;8834;00;5070;Feusisberg;1321;SZ;96.479 %;8.71360119584792;47.17803816662706;de;2008-07-01
Schindellegi;8834;00;5070;Wollerau;1323;SZ;3.521 %;8.691864336087782;47.176612721221865;de;2008-07-01
Feusisberg;8835;00;5071;Feusisberg;1321;SZ;100 %;8.747113068415198;47.185587423202385;de;2008-07-01
Bennau;8836;00;5072;Einsiedeln;1301;SZ;90.896 %;8.726138852337838;47.14858964588633;de;2008-07-01
Bennau;8836;00;5072;Oberägeri;1706;ZG;5.058 %;8.691004415062272;47.148896657584544;de;2008-07-01
Bennau;8836;00;5072;Feusisberg;1321;SZ;4.046 %;8.72194093039085;47.15554549550631;de;2008-07-01
Einsiedeln;8840;00;5074;Einsiedeln;1301;SZ;100 %;8.746315742539547;47.130306863294706;de;2008-07-01
Trachslau;8840;02;5076;Einsiedeln;1301;SZ;100 %;8.72671229834372;47.10282923859402;de;2008-07-01
Gross;8841;00;5080;Einsiedeln;1301;SZ;100 %;8.772954537551145;47.11488720684877;de;2008-07-01
Unteriberg;8842;00;5083;Unteriberg;1375;SZ;92.628 %;8.803399795139228;47.05865371940152;de;2008-07-01
Unteriberg;8842;00;5083;Oberiberg;1368;SZ;6.811 %;8.8240585755633;47.01462527131463;de;2008-07-01
Unteriberg;8842;00;5083;Schwyz;1372;SZ;0.561 %;8.776108061429431;47.000003869002065;de;2008-07-01
Oberiberg;8843;00;5085;Oberiberg;1368;SZ;94.11 %;8.778771081661572;47.03977271479845;de;2008-07-01
Oberiberg;8843;00;5085;Schwyz;1372;SZ;5.89 %;8.733485417658846;47.01293493807687;de;2008-07-01
Euthal;8844;00;5081;Einsiedeln;1301;SZ;99.228 %;8.814463688272086;47.09581145734457;de;2008-07-01
Euthal;8844;00;5081;Unteriberg;1375;SZ;0.772 %;8.852982754611963;47.07082849344718;de;2008-07-01
Studen SZ;8845;00;5082;Unteriberg;1375;SZ;100 %;8.842717352562154;47.06952404988756;de;2008-07-01
Willerzell;8846;00;5078;Einsiedeln;1301;SZ;98.978 %;8.797265066650274;47.13085852626851;de;2008-07-01
Willerzell;8846;00;5078;Altendorf;1341;SZ;1.022 %;8.826701014997797;47.14966883552387;de;2008-07-01
Egg SZ;8847;00;5079;Einsiedeln;1301;SZ;99.396 %;8.778222478989942;47.15953673748149;de;2008-07-01
Egg SZ;8847;00;5079;Feusisberg;1321;SZ;0.604 %;8.755693156221362;47.172310397594806;de;2008-07-01
Alpthal;8849;00;5077;Alpthal;1361;SZ;100 %;8.70919420211426;47.05581261855116;de;2008-07-01
Altendorf;8852;00;5086;Altendorf;1341;SZ;100 %;8.825677849230837;47.18905739482137;de;2008-07-01
Lachen SZ;8853;00;5087;Lachen;1344;SZ;98.805 %;8.855402769261831;47.191771982970245;de;2008-07-01
Lachen SZ;8853;00;5087;Wangen (SZ);1349;SZ;0.626 %;8.862444674887396;47.202354315817146;de;2008-07-01
Lachen SZ;8853;00;5087;Galgenen;1342;SZ;0.569 %;8.862109289922472;47.185381162403495;de;2008-07-01
Siebnen;8854;00;5088;Schübelbach;1346;SZ;51.342 %;8.903763036990656;47.17411848921094;de;2008-07-01
Siebnen;8854;00;5088;Galgenen;1342;SZ;25.279 %;8.892458652211342;47.174198923236176;de;2008-07-01
Siebnen;8854;00;5088;Wangen (SZ);1349;SZ;23.379 %;8.89690824449166;47.180134141027956;de;2008-07-01
Galgenen;8854;02;5089;Galgenen;1342;SZ;100 %;8.873411940129253;47.17730783935883;de;2008-07-01
Wangen SZ;8855;00;5090;Wangen (SZ);1349;SZ;93.88 %;8.891739260062119;47.192884269269186;de;2008-07-01
Wangen SZ;8855;00;5090;Tuggen;1347;SZ;5.615 %;8.91275704741654;47.192652958899956;de;2008-07-01
Wangen SZ;8855;00;5090;Schübelbach;1346;SZ;0.505 %;8.910085751086354;47.18382578996203;de;2008-07-01
Tuggen;8856;00;5091;Tuggen;1347;SZ;100 %;8.941838936090917;47.20182189559397;de;2008-07-01
Vorderthal;8857;00;5092;Vorderthal;1348;SZ;100 %;8.898401099848016;47.12557033094913;de;2008-07-01
Innerthal;8858;00;5093;Innerthal;1343;SZ;100 %;8.920686896043545;47.055070812487465;de;2008-07-01
Schübelbach;8862;00;5094;Schübelbach;1346;SZ;100 %;8.929457810504328;47.17391433656295;de;2008-07-01
Buttikon SZ;8863;00;5096;Schübelbach;1346;SZ;99.168 %;8.951037394765871;47.17421743180071;de;2008-07-01
Buttikon SZ;8863;00;5096;Benken (SG);3312;SG;0.832 %;8.962384385737025;47.17979843008086;de;2008-07-01
Reichenburg;8864;00;5097;Reichenburg;1345;SZ;100 %;8.979509610731466;47.169206403788856;de;2008-07-01
Bilten;8865;00;5098;Glarus Nord;1630;GL;100 %;9.023056293921664;47.150459658256516;de;2008-07-01
Ziegelbrücke;8866;00;5099;Glarus Nord;1630;GL;69.884 %;9.060002659507857;47.133723506417375;de;2008-07-01
Ziegelbrücke;8866;00;5099;Schänis;3315;SG;30.116 %;9.061697646977505;47.13657854800661;de;2008-07-01
Niederurnen;8867;00;5100;Glarus Nord;1630;GL;100 %;9.05372910215135;47.125921675652414;de;2008-07-01
Oberurnen;8868;00;5101;Glarus Nord;1630;GL;100 %;9.059685501571007;47.11497870134357;de;2008-07-01
Weesen;8872;00;5102;Weesen;3316;SG;66.95 %;9.097567674507626;47.135562667292035;de;2008-07-01
Weesen;8872;00;5102;Amden;3311;SG;21.699 %;9.108715819548554;47.14161760417766;de;2008-07-01
Weesen;8872;00;5102;Glarus Nord;1630;GL;11.351 %;9.091161952899997;47.12879035025495;de;2008-07-01
Amden;8873;00;5104;Amden;3311;SG;100 %;9.152752949889683;47.14940904080105;de;2008-07-01
Mühlehorn;8874;00;5105;Glarus Nord;1630;GL;100 %;9.176457769282889;47.11385675389637;de;2008-07-01
Murg;8877;00;5108;Quarten;3295;SG;100 %;9.213231815869095;47.110784451504486;de;2008-07-01
Quinten;8878;00;5109;Quarten;3295;SG;97.753 %;9.216842596682282;47.130225495486656;de;2008-07-01
Quinten;8878;00;5109;Walenstadt;3298;SG;2.247 %;9.252105083382341;47.13051125334588;de;2008-07-01
Walenstadt;8880;00;5110;Walenstadt;3298;SG;100 %;9.31525730821601;47.12379306004907;de;2008-07-01
Walenstadtberg;8881;01;5112;Walenstadt;3298;SG;100 %;9.285175173411798;47.13754244232599;de;2008-07-01
Tscherlach;8881;06;5114;Walenstadt;3298;SG;100 %;9.335640888910168;47.11868970478337;de;2008-07-01
Unterterzen;8882;00;5115;Quarten;3295;SG;100 %;9.250054436132311;47.11237812887819;de;2008-07-01
Quarten;8883;00;5116;Quarten;3295;SG;100 %;9.239187478472338;47.106673738194665;de;2008-07-01
Oberterzen;8884;00;5117;Quarten;3295;SG;100 %;9.259061949581076;47.10015237056911;de;2008-07-01
Mols;8885;00;5118;Quarten;3295;SG;100 %;9.280715915314723;47.11180064496079;de;2008-07-01
Mädris-Vermol;8886;00;5121;Mels;3293;SG;100 %;9.38006672166643;47.04649697327164;de;2008-07-01
Mels;8887;00;5119;Mels;3293;SG;100 %;9.420634027287772;47.04570443295745;de;2008-07-01
Heiligkreuz (Mels);8888;00;5123;Mels;3293;SG;99.174 %;9.41403324963433;47.05840625251974;de;2008-07-01
Heiligkreuz (Mels);8888;00;5123;Flums;3292;SG;0.236 %;9.391513582515564;47.07308908462736;de;2008-07-01
Heiligkreuz (Mels);8888;00;5123;Sargans;3296;SG;0.59 %;9.420633835351637;47.05602499312402;de;2008-07-01
Plons;8889;00;5122;Mels;3293;SG;100 %;9.394997761590274;47.05849836779667;de;2008-07-01
Flums;8890;00;5124;Flums;3292;SG;99.583 %;9.343088922088855;47.092770545399105;de;2008-07-01
Flums;8890;00;5124;Walenstadt;3298;SG;0.417 %;9.347388462368368;47.10029311843132;de;2008-07-01
Berschis;8892;00;5125;Walenstadt;3298;SG;99.287 %;9.345405962576148;47.106786288955156;de;2008-07-01
Berschis;8892;00;5125;Flums;3292;SG;0.713 %;9.358366022108498;47.09959730782963;de;2008-07-01
Flums Hochwiese;8893;00;5126;Flums;3292;SG;99.725 %;9.369455200942902;47.08482625179541;de;2008-07-01
Flums Hochwiese;8893;00;5126;Walenstadt;3298;SG;0.275 %;9.37591839885873;47.087974549260906;de;2008-07-01
Flumserberg Saxli;8894;00;5127;Flums;3292;SG;100 %;9.351985161825086;47.07331380080147;de;2008-07-01
Flumserberg Portels;8895;00;5128;Flums;3292;SG;100 %;9.334328863575722;47.07940114501891;de;2008-07-01
Flumserberg Bergheim;8896;00;5129;Flums;3292;SG;95.408 %;9.313694051656126;47.093839059860834;de;2008-07-01
Flumserberg Bergheim;8896;00;5129;Quarten;3295;SG;4.252 %;9.28781087760023;47.099720139703294;de;2008-07-01
Flumserberg Bergheim;8896;00;5129;Walenstadt;3298;SG;0.34 %;9.30668408749886;47.10439033948977;de;2008-07-01
Flumserberg Tannenheim;8897;00;5130;Flums;3292;SG;100 %;9.303239194708462;47.08682029808894;de;2008-07-01
Flumserberg Tannenbodenalp;8898;00;5131;Quarten;3295;SG;90.071 %;9.281857228622902;47.093652618172065;de;2008-07-01
Flumserberg Tannenbodenalp;8898;00;5131;Flums;3292;SG;9.929 %;9.254687290326604;47.06488379434734;de;2008-07-01
Urdorf;8902;00;5132;Urdorf;250;ZH;98.535 %;8.425360501603743;47.386527823728905;de;2008-07-01
Urdorf;8902;00;5132;Schlieren;247;ZH;1.465 %;8.4347326923711;47.39051312406258;de;2008-07-01
Birmensdorf ZH;8903;00;5133;Birmensdorf (ZH);242;ZH;100 %;8.443063215706008;47.35532454425851;de;2008-07-01
Aesch ZH;8904;00;5134;Aesch (ZH);241;ZH;100 %;8.44027868500883;47.33674693376888;de;2008-07-01
Islisberg;8905;02;5981;Islisberg;4084;AG;100 %;8.439305128007156;47.32293889205834;de;2008-07-01
Arni AG;8905;03;6062;Arni (AG);4061;AG;100 %;8.421904669703821;47.31766440304833;de;2008-07-01
Bonstetten;8906;00;5137;Bonstetten;3;ZH;100 %;8.47045066705048;47.31976818468909;de;2008-07-01
Wettswil;8907;00;5139;Wettswil am Albis;14;ZH;100 %;8.475541097709376;47.33530218651047;de;2008-07-01
Hedingen;8908;00;5140;Hedingen;5;ZH;100 %;8.448409430572775;47.297924977600196;de;2008-07-01
Zwillikon;8909;00;5142;Affoltern am Albis;2;ZH;100 %;8.434771090386755;47.28840070865821;de;2008-07-01
Affoltern am Albis;8910;00;5141;Affoltern am Albis;2;ZH;99.738 %;8.452809874575074;47.27829475283829;de;2008-07-01
Affoltern am Albis;8910;00;5141;Obfelden;10;ZH;0.262 %;8.438536491720061;47.27133115237576;de;2008-07-01
Rifferswil;8911;00;5143;Rifferswil;12;ZH;100 %;8.495567874949419;47.24415114207611;de;2008-07-01
Obfelden;8912;00;5144;Obfelden;10;ZH;100 %;8.423031802809618;47.26403450349472;de;2008-07-01
Ottenbach;8913;00;5145;Ottenbach;11;ZH;100 %;8.406140080636142;47.28059375466214;de;2008-07-01
Aeugst am Albis;8914;00;5146;Aeugst am Albis;1;ZH;100 %;8.485517237758987;47.26851237635599;de;2008-07-01
Aeugstertal;8914;02;5147;Aeugst am Albis;1;ZH;100 %;8.48732456847025;47.28315831608158;de;2008-07-01
Hausen am Albis;8915;00;5148;Hausen am Albis;4;ZH;100 %;8.532463231536504;47.245506953358316;de;2008-07-01
Jonen;8916;00;5149;Jonen;4071;AG;100 %;8.39377776666491;47.29740979148601;de;2008-07-01
Oberlunkhofen;8917;00;5150;Oberlunkhofen;4073;AG;100 %;8.392583536804672;47.31197375482252;de;2008-07-01
Unterlunkhofen;8918;00;5152;Unterlunkhofen;4079;AG;100 %;8.381255702320518;47.32209633742287;de;2008-07-01
Rottenschwil;8919;00;5153;Rottenschwil;4238;AG;100 %;8.363278516484208;47.314479049262104;de;2008-07-01
Ebertswil;8925;00;5154;Hausen am Albis;4;ZH;100 %;8.550432413767162;47.22664229348819;de;2008-07-01
Kappel am Albis;8926;00;5155;Kappel am Albis;6;ZH;100 %;8.529002564246978;47.22804354317942;de;2008-07-01
Hauptikon;8926;02;6226;Kappel am Albis;6;ZH;100 %;8.495549133622188;47.23051424538151;de;2008-07-01
Uerzlikon;8926;03;6227;Kappel am Albis;6;ZH;100 %;8.4980046440165;47.221811079505834;de;2008-07-01
Mettmenstetten;8932;00;5156;Mettmenstetten;9;ZH;100 %;8.464215958623608;47.2459006862698;de;2008-07-01
Maschwanden;8933;00;5157;Maschwanden;8;ZH;100 %;8.42671436699439;47.23451642547986;de;2008-07-01
Knonau;8934;00;5158;Knonau;7;ZH;100 %;8.461825034141008;47.22313663974069;de;2008-07-01
Oberrieden;8942;00;5159;Oberrieden;137;ZH;100 %;8.57659476479555;47.275772202473675;de;2008-07-01
Fahrweid;8951;00;5162;Weiningen (ZH);251;ZH;49.087 %;8.414701370606513;47.40909657848346;de;2008-07-01
Fahrweid;8951;00;5162;Geroldswil;244;ZH;36.308 %;8.414425283388342;47.41283177214561;de;2008-07-01
Fahrweid;8951;00;5162;Unterengstringen;249;ZH;14.604 %;8.41469632802073;47.404482256606975;de;2008-07-01
Schlieren;8952;00;5163;Schlieren;247;ZH;99.342 %;8.445921193353719;47.3980078689809;de;2008-07-01
Schlieren;8952;00;5163;Zürich;261;ZH;0.658 %;8.467443276056112;47.40117340372333;de;2008-07-01
Dietikon;8953;00;5166;Dietikon;243;ZH;99.747 %;8.399256438974096;47.40201208933186;de;2008-07-01
Dietikon;8953;00;5166;Spreitenbach;4040;AG;0.253 %;8.381952495719943;47.40491601444031;de;2008-07-01
Geroldswil;8954;00;5169;Geroldswil;244;ZH;100 %;8.410492039186288;47.423127998549965;de;2008-07-01
Oetwil an der Limmat;8955;00;5170;Oetwil an der Limmat;246;ZH;100 %;8.396566898934399;47.42853312890028;de;2008-07-01
Killwangen;8956;00;5171;Killwangen;4030;AG;100 %;8.3498829438934;47.4316267970036;de;2008-07-01
Spreitenbach;8957;00;5173;Spreitenbach;4040;AG;100 %;8.36690364281421;47.419483458316805;de;2008-07-01
Bergdietikon;8962;00;5174;Bergdietikon;4023;AG;100 %;8.384639640564131;47.39284096525201;de;2008-07-01
Rudolfstetten;8964;00;5176;Rudolfstetten-Friedlisberg;4075;AG;99.577 %;8.378721539218342;47.368225280865744;de;2008-07-01
Rudolfstetten;8964;00;5176;Berikon;4062;AG;0.423 %;8.387525214355934;47.35924830442271;de;2008-07-01
Berikon;8965;00;5177;Berikon;4062;AG;100 %;8.370386332269126;47.35417077794585;de;2008-07-01
Oberwil-Lieli;8966;00;5178;Oberwil-Lieli;4074;AG;100 %;8.3934748878802;47.33887958329521;de;2008-07-01
Widen;8967;00;5179;Widen;4081;AG;99.493 %;8.359176123845085;47.36726732314653;de;2008-07-01
Widen;8967;00;5179;Bergdietikon;4023;AG;0.338 %;8.364980299315704;47.38509374861389;de;2008-07-01
Widen;8967;00;5179;Bellikon;4022;AG;0.169 %;8.354637222478916;47.37664908117458;de;2008-07-01
St. Gallen;9000;00;5189;St. Gallen;3203;SG;100 %;9.372802076942987;47.4234275341822;de;2008-07-01
St. Gallen;9008;00;5212;St. Gallen;3203;SG;91.98 %;9.389503058625285;47.438549441732086;de;2008-07-01
St. Gallen;9008;00;5212;Wittenbach;3204;SG;8.02 %;9.393811378193066;47.445008362260886;de;2008-07-01
St. Gallen;9010;00;5214;St. Gallen;3203;SG;100 %;9.377390529319182;47.43912209031088;de;2008-07-01
St. Gallen;9011;00;5215;St. Gallen;3203;SG;100 %;9.392234285866449;47.41686581552893;de;2008-07-01
St. Gallen;9012;00;5216;St. Gallen;3203;SG;96.672 %;9.363479572233903;47.40941317159739;de;2008-07-01
St. Gallen;9012;00;5216;Teufen (AR);3024;AR;3.328 %;9.369489942062671;47.40630792448899;de;2008-07-01
St. Gallen;9014;00;5218;St. Gallen;3203;SG;99.346 %;9.334036588421533;47.40658912899871;de;2008-07-01
St. Gallen;9014;00;5218;Stein (AR);3005;AR;0.654 %;9.326802962477755;47.40067074611156;de;2008-07-01
St. Gallen;9015;00;5219;St. Gallen;3203;SG;95.798 %;9.306469508840596;47.40463598329094;de;2008-07-01
St. Gallen;9015;00;5219;Gossau (SG);3443;SG;4.202 %;9.288724849871066;47.40614505864309;de;2008-07-01
St. Gallen;9016;00;5220;St. Gallen;3203;SG;100 %;9.409965529690332;47.43965979466483;de;2008-07-01
Abtwil SG;9030;00;5221;Gaiserwald;3442;SG;99.869 %;9.320931738183663;47.424257018240915;de;2008-07-01
Abtwil SG;9030;00;5221;St. Gallen;3203;SG;0.066 %;9.327642873431286;47.41911835192796;de;2008-07-01
Abtwil SG;9030;00;5221;Gossau (SG);3443;SG;0.066 %;9.29587732210321;47.42731636634391;de;2008-07-01
St. Josefen;9030;03;9110;Gaiserwald;3442;SG;100 %;9.335588790785751;47.42486305921566;de;2010-05-31
Engelburg;9032;00;5222;Gaiserwald;3442;SG;98.289 %;9.346463127408901;47.44123805530081;de;2008-07-01
Engelburg;9032;00;5222;Waldkirch;3444;SG;1.711 %;9.324957630493573;47.4536914300354;de;2008-07-01
Untereggen;9033;00;5223;Untereggen;3219;SG;100 %;9.44858307651394;47.452337324001974;de;2008-07-01
Eggersriet;9034;00;5224;Eggersriet;3212;SG;99.667 %;9.469253495109344;47.44203441747577;de;2008-07-01
Eggersriet;9034;00;5224;Rehetobel;3034;AR;0.333 %;9.466459354593916;47.436226376487795;de;2008-07-01
Grub AR;9035;00;5225;Grub (AR);3031;AR;99.433 %;9.508009027313292;47.445215933854506;de;2008-07-01
Grub AR;9035;00;5225;Eggersriet;3212;SG;0.567 %;9.498344509748621;47.44394898142853;de;2008-07-01
Grub SG;9036;00;5226;Eggersriet;3212;SG;98.588 %;9.512460298967014;47.45359350954262;de;2008-07-01
Grub SG;9036;00;5226;Heiden;3032;AR;1.412 %;9.528572022858844;47.45616452122849;de;2008-07-01
Speicherschwendi;9037;00;5227;Speicher;3023;AR;92.18 %;9.439111602921047;47.42586151484517;de;2008-07-01
Speicherschwendi;9037;00;5227;St. Gallen;3203;SG;5.924 %;9.431723495613717;47.42470259487779;de;2008-07-01
Speicherschwendi;9037;00;5227;Rehetobel;3034;AR;0.948 %;9.452822866411633;47.4308416508291;de;2008-07-01
Speicherschwendi;9037;00;5227;Eggersriet;3212;SG;0.948 %;9.451690194485643;47.43209397913737;de;2008-07-01
Rehetobel;9038;00;5228;Rehetobel;3034;AR;94.863 %;9.481845722837676;47.42667038366342;de;2008-07-01
Rehetobel;9038;00;5228;Grub (AR);3031;AR;4.694 %;9.513304201982509;47.431697199925615;de;2008-07-01
Rehetobel;9038;00;5228;Heiden;3032;AR;0.443 %;9.51754946605908;47.43039729306216;de;2008-07-01
Speicher;9042;00;5230;Speicher;3023;AR;97.116 %;9.443265918585938;47.412257960277074;de;2008-07-01
Speicher;9042;00;5230;St. Gallen;3203;SG;2.75 %;9.42748301357495;47.418720668788886;de;2008-07-01
Speicher;9042;00;5230;Teufen (AR);3024;AR;0.134 %;9.434716413396023;47.39527555472513;de;2008-07-01
Trogen;9043;00;5231;Trogen;3025;AR;98.383 %;9.465451741442546;47.40489810350964;de;2008-07-01
Trogen;9043;00;5231;Bühler;3021;AR;0.936 %;9.449034428318653;47.39022274725732;de;2008-07-01
Trogen;9043;00;5231;Wald (AR);3036;AR;0.426 %;9.496453210227878;47.40636540061719;de;2008-07-01
